"","x"
"5110","LINC01414"
"5111","LINC01414"
"5112","LINC01414"
"5113","CYP7B1"
"5114","CYP7B1"
"5115","CPA6"
"5116","C8orf34"
"5117","C8orf34"
"5118","C8orf34"
"5119","C8orf34"
"5120","SLCO5A1"
"5121","MSC-AS1"
"5122","MSC-AS1"
"5123","STAU2"
"5124","STAU2"
"5125","STAU2"
"5126","STAU2"
"5127","STAU2"
"5128","MIR2052HG"
"5129","CASC9"
"5130","HNF4G"
"5131","LINC01111"
"5132","ZFHX4"
"5133","TPD52"
"5134","PAG1"
"5135","RALYL"
"5136","RALYL"
"5137","RALYL"
"5138","RALYL"
"5139","RALYL"
"5140","PSKH2"
"5141","RMDN1"
"5142","CNBD1"
"5143","CNBD1"
"5144","CNBD1"
"5145","DECR1"
"5146","LINC00534"
"5147","NECAB1"
"5148","NECAB1"
"5149","LOC102724710"
"5150","LOC102724710"
"5151","LINC00535"
"5152","C8orf37-AS1"
"5153","C8orf37-AS1"
"5154","C8orf37-AS1"
"5155","C8orf37-AS1"
"5156","PTDSS1"
"5157","PTDSS1"
"5158","PTDSS1"
"5159","LOC101927066"
"5160","VPS13B"
"5161","SNX31"
"5162","GRHL2"
"5163","GRHL2"
"5164","GRHL2"
"5165","NCALD"
"5166","NCALD"
"5167","UBR5"
"5168","RIMS2"
"5169","RIMS2"
"5170","DPYS"
"5171","ZFPM2"
"5172","ZFPM2"
"5173","ZFPM2"
"5174","RSPO2"
"5175","RSPO2"
"5176","LINC02237"
"5177","LINC02237"
"5178","LINC02237"
"5179","CSMD3"
"5180","CSMD3"
"5181","CSMD3"
"5182","LINC00536"
"5183","SLC30A8"
"5184","TAF2"
"5185","MTBP"
"5186","SMILR"
"5187","TMEM65"
"5188","LINC00824"
"5189","LINC00824"
"5190","LINC00824"
"5191","LINC00824"
"5192","CCDC26"
"5193","CCDC26"
"5194","ASAP1"
"5195","ASAP1"
"5196","ASAP1"
"5197","ASAP1"
"5198","ASAP1"
"5199","ASAP1"
"5200","LRRC6"
"5201","TMEM71"
"5202","TG"
"5203","LINC02055"
"5204","LINC02055"
"5205","LINC02055"
"5206","LOC401478"
"5207","LOC401478"
"5208","LOC401478"
"5209","LOC401478"
"5210","COL22A1"
"5211","COL22A1"
"5212","TRAPPC9"
"5213","ZC3H3"
"5214","DMRT1"
"5215","DMRT1"
"5216","GLIS3"
"5217","RIC1"
"5218","PTPRD"
"5219","PTPRD"
"5220","PTPRD"
"5221","PTPRD"
"5222","PTPRD"
"5223","PTPRD"
"5224","PTPRD"
"5225","PTPRD"
"5226","PTPRD"
"5227","PTPRD"
"5228","PTPRD"
"5229","PTPRD"
"5230","PTPRD"
"5231","PTPRD"
"5232","PTPRD"
"5233","PTPRD"
"5234","PTPRD"
"5235","PTPRD"
"5236","PTPRD"
"5237","PTPRD"
"5238","PTPRD"
"5239","PTPRD"
"5240","PTPRD"
"5241","PTPRD"
"5242","PTPRD"
"5243","PTPRD"
"5244","PTPRD"
"5245","PTPRD"
"5246","NFIB"
"5247","NFIB"
"5248","SAXO1"
"5249","SLC24A2"
"5250","SLC24A2"
"5251","SLC24A2"
"5252","MLLT3"
"5253","MLLT3"
"5254","LOC101929563"
"5255","ELAVL2"
"5256","MOB3B"
"5257","LINGO2"
"5258","LINGO2"
"5259","LINGO2"
"5260","RUSC2"
"5261","RUSC2"
"5262","ZCCHC7"
"5263","FRMPD1"
"5264","ANKRD18A"
"5265","TRPM3"
"5266","TMC1"
"5267","TMC1"
"5268","TMC1"
"5269","PCSK5"
"5270","PRUNE2"
"5271","PRUNE2"
"5272","FRMD3"
"5273","UBQLN1"
"5274","SHC3"
"5275","UNQ6494"
"5276","SYK"
"5277","SYK"
"5278","SYK"
"5279","ROR2"
"5280","CENPP"
"5281","CENPP"
"5282","CENPP"
"5283","PHF2"
"5284","GALNT12"
"5285","NR4A3"
"5286","PLPPR1"
"5287","LINC00587"
"5288","CYLC2"
"5289","ABCA1"
"5290","LOC340512"
"5291","SVEP1"
"5292","INIP"
"5293","C9orf43"
"5294","ZNF618"
"5295","ZNF618"
"5296","PAPPA"
"5297","PAPPA"
"5298","ASTN2"
"5299","ASTN2"
"5300","ASTN2"
"5301","BRINP1"
"5302","C5"
"5303","DAB2IP"
"5304","DENND1A"
"5305","LMX1B"
"5306","ADARB2"
"5307","LINC02645"
"5308","LOC105376360"
"5309","CELF2"
"5310","CAMK1D"
"5311","CAMK1D"
"5312","CCDC3"
"5313","CCDC3"
"5314","MCM10"
"5315","CACNB2"
"5316","CACNB2"
"5317","MALRD1"
"5318","MALRD1"
"5319","KIAA1217"
"5320","KIAA1217"
"5321","MYO3A"
"5322","MYO3A"
"5323","GAD2"
"5324","APBB1IP"
"5325","PDSS1"
"5326","MPP7"
"5327","LYZL1"
"5328","IATPR"
"5329","IATPR"
"5330","IATPR"
"5331","PARD3"
"5332","HSD17B7P2"
"5333","LINC01518"
"5334","ANTXRLP1"
"5335","VSTM4"
"5336","PRKG1"
"5337","PRKG1"
"5338","PRKG1"
"5339","PRKG1"
"5340","PRKG1"
"5341","PRKG1"
"5342","PRKG1"
"5343","PRKG1"
"5344","LOC105378305"
"5345","LOC105378305"
"5346","LOC105378305"
"5347","PCDH15"
"5348","PCDH15"
"5349","PCDH15"
"5350","PCDH15"
"5351","PCDH15"
"5352","PCDH15"
"5353","PCDH15"
"5354","PCDH15"
"5355","PCDH15"
"5356","BICC1"
"5357","MRLN"
"5358","ANK3"
"5359","ANK3"
"5360","ZNF365"
"5361","LINC02671"
"5362","CTNNA3"
"5363","CTNNA3"
"5364","CTNNA3"
"5365","CTNNA3"
"5366","CTNNA3"
"5367","STOX1"
"5368","COL13A1"
"5369","MACROH2A2"
"5370","ADK"
"5371","ADK"
"5372","ZNF503-AS1"
"5373","LRMDA"
"5374","KCNMA1-AS1"
"5375","KCNMA1"
"5376","KCNMA1"
"5377","KCNMA1"
"5378","NRG3"
"5379","NRG3"
"5380","NRG3"
"5381","NRG3"
"5382","LINC02650"
"5383","LINC01520"
"5384","GRID1"
"5385","GRID1"
"5386","GRID1"
"5387","SLC16A12-AS1"
"5388","LINC02653"
"5389","HTR7"
"5390","SORBS1"
"5391","DNTT"
"5392","CRTAC1"
"5393","HPSE2"
"5394","HPSE2"
"5395","NOLC1"
"5396","SORCS3"
"5397","SORCS3"
"5398","SORCS3"
"5399","SORCS3"
"5400","LINC02627"
"5401","LINC02624"
"5402","LINC02624"
"5403","SORCS1"
"5404","LINC01435"
"5405","LINC01435"
"5406","LINC01435"
"5407","LINC01435"
"5408","ADD3-AS1"
"5409","CASP7"
"5410","ABLIM1"
"5411","ATRNL1"
"5412","PNLIP"
"5413","PNLIP"
"5414","SHTN1"
"5415","EMX2OS"
"5416","CASC2"
"5417","ATE1"
"5418","TEX36"
"5419","TEX36"
"5420","FANK1"
"5421","FANK1"
"5422","ADAM12"
"5423","C10orf90"
"5424","DOCK1"
"5425","TCERG1L"
"5426","STIM1"
"5427","STIM1"
"5428","STIM1"
"5429","STIM1"
"5430","OR52Z1"
"5431","OR51B5"
"5432","OR51B5"
"5433","OR52B6"
"5434","EIF3F"
"5435","TUB"
"5436","LMO1"
"5437","LMO1"
"5438","CAND1.11"
"5439","MICAL2"
"5440","MICAL2"
"5441","MICALCL"
"5442","ARNTL"
"5443","KCNC1"
"5444","SERGEF"
"5445","SLC6A5"
"5446","SLC6A5"
"5447","NELL1"
"5448","NELL1"
"5449","NELL1"
"5450","NELL1"
"5451","NELL1"
"5452","NELL1"
"5453","LUZP2"
"5454","LUZP2"
"5455","LUZP2"
"5456","LUZP2"
"5457","LUZP2"
"5458","LUZP2"
"5459","ANO3"
"5460","ANO3"
"5461","BDNF-AS"
"5462","DCDC1"
"5463","DNAJC24"
"5464","DNAJC24"
"5465","CCDC73"
"5466","CCDC73"
"5467","CCDC73"
"5468","CCDC73"
"5469","CCDC73"
"5470","CCDC73"
"5471","CCDC73"
"5472","KIAA1549L"
"5473","KIAA1549L"
"5474","KIAA1549L"
"5475","KIAA1549L"
"5476","LDLRAD3"
"5477","LRRC4C"
"5478","LRRC4C"
"5479","LRRC4C"
"5480","LRRC4C"
"5481","LRRC4C"
"5482","LRRC4C"
"5483","LRRC4C"
"5484","LRRC4C"
"5485","LRRC4C"
"5486","LINC01499"
"5487","TRIM51HP"
"5488","TNKS1BP1"
"5489","DPP3"
"5490","SHANK2"
"5491","LOC100133315"
"5492","RAB6A"
"5493","RNF169"
"5494","ACER3"
"5495","ACER3"
"5496","TENM4"
"5497","TENM4"
"5498","TENM4"
"5499","TENM4"
"5500","TENM4"
"5501","MIR4300HG"
"5502","MIR4300HG"
"5503","PRCP"
"5504","DLG2"
"5505","DLG2"
"5506","DLG2"
"5507","DLG2"
"5508","DLG2"
"5509","TMEM135"
"5510","GRM5"
"5511","TYR"
"5512","NOX4"
"5513","NOX4"
"5514","NOX4"
"5515","NOX4"
"5516","FAT3"
"5517","FAT3"
"5518","FAT3"
"5519","SMCO4"
"5520","LOC105369438"
"5521","CNTN5"
"5522","CNTN5"
"5523","CNTN5"
"5524","CNTN5"
"5525","CNTN5"
"5526","CNTN5"
"5527","CNTN5"
"5528","CNTN5"
"5529","YAP1"
"5530","MMP20"
"5531","WTAPP1"
"5532","CASP1"
"5533","GRIA4"
"5534","NPAT"
"5535","CADM1"
"5536","BUD13"
"5537","CENATAC"
"5538","CENATAC"
"5539","CENATAC"
"5540","GRIK4"
"5541","LOC101929227"
"5542","LOC101929227"
"5543","LOC105369535"
"5544","GRAMD1B"
"5545","FAM118B"
"5546","KIRREL3"
"5547","NTM"
"5548","NTM"
"5549","OPCML"
"5550","OPCML"
"5551","OPCML"
"5552","OPCML"
"5553","ERC1"
"5554","CACNA1C"
"5555","CACNA1C"
"5556","LOC100128253"
"5557","ANO2"
"5558","VWF"
"5559","CD163L1"
"5560","GRIN2B"
"5561","GRIN2B"
"5562","PLBD1"
"5563","GUCY2C"
"5564","RERG"
"5565","PIK3C2G"
"5566","PIK3C2G"
"5567","PIK3C2G"
"5568","PIK3C2G"
"5569","PDE3A"
"5570","PDE3A"
"5571","SLCO1A2"
"5572","GYS2"
"5573","ABCC9"
"5574","SOX5"
"5575","SOX5"
"5576","SOX5"
"5577","SOX5"
"5578","LMNTD1"
"5579","RASSF8"
"5580","RASSF8"
"5581","FAR2"
"5582","CPNE8"
"5583","SLC2A13"
"5584","LRRK2"
"5585","CNTN1"
"5586","ADAMTS20"
"5587","ADAMTS20"
"5588","ADAMTS20"
"5589","ADAMTS20"
"5590","ADAMTS20"
"5591","TMEM117"
"5592","TMEM117"
"5593","TMEM117"
"5594","LOC100288798"
"5595","LIMA1"
"5596","SLC4A8"
"5597","SLC4A8"
"5598","KRT2"
"5599","AMHR2"
"5600","R3HDM2"
"5601","DPY19L2"
"5602","MSRB3"
"5603","LOC100507065"
"5604","LLPH"
"5605","TMBIM4"
"5606","GRIP1"
"5607","IFNG-AS1"
"5608","TSPAN8"
"5609","LINC02882"
"5610","LINC02882"
"5611","ATXN7L3B"
"5612","KCNC2"
"5613","OSBPL8"
"5614","NAV3"
"5615","SYT1"
"5616","OTOGL"
"5617","PPFIA2-AS1"
"5618","TMTC2"
"5619","TMTC2"
"5620","LRRIQ1"
"5621","ALX1"
"5622","ALX1"
"5623","RASSF9"
"5624","MGAT4C"
"5625","MGAT4C"
"5626","MGAT4C"
"5627","KERA"
"5628","LOC105369911"
"5629","NTN4"
"5630","CCDC38"
"5631","ANKS1B"
"5632","ANKS1B"
"5633","ANKS1B"
"5634","ANKS1B"
"5635","ANO4"
"5636","MYBPC1"
"5637","MYBPC1"
"5638","C12orf42"
"5639","STAB2"
"5640","STAB2"
"5641","TXNRD1"
"5642","CHST11"
"5643","BTBD11"
"5644","BTBD11"
"5645","BTBD11"
"5646","ACACB"
"5647","HECTD4"
"5648","RPH3A"
"5649","OAS1"
"5650","TBX5"
"5651","FBXW8"
"5652","FBXW8"
"5653","FBXW8"
"5654","FBXW8"
"5655","TAOK3"
"5656","CCDC60"
"5657","KNTC1"
"5658","ZNF664-RFLNA"
"5659","ZNF664-RFLNA"
"5660","ZNF664-RFLNA"
"5661","ZNF664-RFLNA"
"5662","LINC00939"
"5663","LINC02372"
"5664","LINC02405"
"5665","TMEM132C"
"5666","TMEM132D"
"5667","LINC02418"
"5668","RIMBP2"
"5669","RIMBP2"
"5670","STX2"
"5671","STX2"
"5672","ANKRD20A9P"
"5673","ANKRD20A9P"
"5674","SGCG"
"5675","ATP8A2"
"5676","ATP8A2"
"5677","ATP8A2"
"5678","CDK8"
"5679","WASF3"
"5680","MTUS2"
"5681","MTUS2"
"5682","MTUS2"
"5683","MTUS2"
"5684","MTUS2"
"5685","MTUS2"
"5686","MTUS2"
"5687","MTUS2"
"5688","MTUS2"
"5689","SLC7A1"
"5690","LINC00544"
"5691","STARD13"
"5692","STARD13"
"5693","DCLK1"
"5694","TRPC4"
"5695","COG6"
"5696","FOXO1"
"5697","ELF1"
"5698","VWA8-AS1"
"5699","DGKH"
"5700","LINC00558"
"5701","LINC00434"
"5702","LINC00434"
"5703","TDRD3"
"5704","LINC00448"
"5705","LINC00448"
"5706","LINC00376"
"5707","LINC00395"
"5708","LINC00355"
"5709","KLHL1"
"5710","TBC1D4"
"5711","OBI1-AS1"
"5712","OBI1-AS1"
"5713","LINC00333"
"5714","LINC00333"
"5715","LINC00333"
"5716","LINC00351"
"5717","LINC00351"
"5718","LINC00351"
"5719","MIR4500HG"
"5720","MIR4500HG"
"5721","LINC00373"
"5722","LINC00373"
"5723","LINC00410"
"5724","GPC5"
"5725","GPC5"
"5726","GPC5"
"5727","GPC5"
"5728","GPC5"
"5729","GPC5"
"5730","GPC5"
"5731","GPC5"
"5732","GPC5"
"5733","GPC6"
"5734","GPC6"
"5735","GPC6"
"5736","LOC101927284"
"5737","LOC101927284"
"5738","ABCC4"
"5739","CLDN10"
"5740","CLDN10-AS1"
"5741","HS6ST3"
"5742","HS6ST3"
"5743","HS6ST3"
"5744","HS6ST3"
"5745","ITGBL1"
"5746","FGF14"
"5747","FGF14"
"5748","FGF14"
"5749","FGF14"
"5750","CCDC168"
"5751","FAM155A"
"5752","MYO16"
"5753","MYO16"
"5754","MYO16"
"5755","GRK1"
"5756","GRK1"
"5757","NOVA1"
"5758","PRKD1"
"5759","AKAP6"
"5760","AKAP6"
"5761","NPAS3"
"5762","NPAS3"
"5763","LINC00609"
"5764","TTC6"
"5765","LRFN5"
"5766","LRFN5"
"5767","LRFN5"
"5768","LRFN5"
"5769","LINC00871"
"5770","LINC00871"
"5771","MDGA2"
"5772","MDGA2"
"5773","PELI2"
"5774","OTX2-AS1"
"5775","SLC35F4"
"5776","RTN1"
"5777","RTN1"
"5778","FUT8"
"5779","GALNT16"
"5780","PCNX1"
"5781","SIPA1L1"
"5782","DNAL1"
"5783","MIDEAS"
"5784","VIPAS39"
"5785","VIPAS39"
"5786","VIPAS39"
"5787","VIPAS39"
"5788","ADCK1"
"5789","NRXN3"
"5790","NRXN3"
"5791","NRXN3"
"5792","DIO2-AS1"
"5793","STON2"
"5794","LINC02328"
"5795","LINC02328"
"5796","KCNK10"
"5797","EML5"
"5798","SLC24A4"
"5799","ITPK1"
"5800","IFI27L1"
"5801","TUNAR"
"5802","LINC01550"
"5803","LINC02691"
"5804","LINC02691"
"5805","LINC02691"
"5806","LINC02691"
"5807","LINC02691"
"5808","MAGEL2"
"5809","LINC02346"
"5810","GABRB3"
"5811","GABRB3"
"5812","GABRG3"
"5813","GABRG3"
"5814","GABRG3"
"5815","GABRG3"
"5816","GABRG3"
"5817","APBA2"
"5818","FAM189A1"
"5819","CHRNA7"
"5820","FMN1"
"5821","FMN1"
"5822","RYR3"
"5823","RYR3"
"5824","MEIS2"
"5825","FSIP1"
"5826","STARD9"
"5827","ADAL"
"5828","STRC"
"5829","STRC"
"5830","SPG11"
"5831","SEMA6D"
"5832","MYEF2"
"5833","MYEF2"
"5834","MYEF2"
"5835","MYEF2"
"5836","MYEF2"
"5837","FBN1"
"5838","SLC27A2"
"5839","TMOD3"
"5840","TMOD3"
"5841","WDR72"
"5842","UNC13C"
"5843","UNC13C"
"5844","UNC13C"
"5845","UNC13C"
"5846","RORA"
"5847","VPS13C"
"5848","TLN2"
"5849","HERC1"
"5850","RBPMS2"
"5851","MAP2K5"
"5852","GLCE"
"5853","GLCE"
"5854","PAQR5"
"5855","THSD4"
"5856","THSD4"
"5857","THSD4"
"5858","THSD4"
"5859","MYO9A"
"5860","ARIH1"
"5861","TBC1D2B"
"5862","TBC1D2B"
"5863","TBC1D2B"
"5864","ADAMTS7"
"5865","TMED3"
"5866","CEMIP"
"5867","AP3B2"
"5868","HOMER2"
"5869","AGBL1"
"5870","AGBL1"
"5871","AGBL1"
"5872","AGBL1"
"5873","NTRK3"
"5874","NTRK3"
"5875","NR2F2-AS1"
"5876","NR2F2-AS1"
"5877","NR2F2-AS1"
"5878","NR2F2-AS1"
"5879","ADAMTS17"
"5880","CHSY1"
"5881","PCSK6"
"5882","C16orf96"
"5883","RBFOX1"
"5884","RBFOX1"
"5885","RBFOX1"
"5886","RBFOX1"
"5887","RBFOX1"
"5888","RBFOX1"
"5889","RBFOX1"
"5890","PMM2"
"5891","GRIN2A"
"5892","SNX29"
"5893","SNX29"
"5894","SNX29"
"5895","SHISA9"
"5896","DNAH3"
"5897","PRKCB"
"5898","LCMT1"
"5899","HS3ST4"
"5900","LINC01566"
"5901","ANKRD26P1"
"5902","PHKB"
"5903","SALL1"
"5904","CASC16"
"5905","CHD9"
"5906","CHD9"
"5907","LINC02141"
"5908","CDH8"
"5909","CDH8"
"5910","PRMT7"
"5911","IL34"
"5912","HYDIN"
"5913","LINC01572"
"5914","LINC01572"
"5915","LINC01572"
"5916","LOC283922"
"5917","VAT1L"
"5918","WWOX"
"5919","LOC102724084"
"5920","CDYL2"
"5921","CDYL2"
"5922","LINC02188"
"5923","LINC02188"
"5924","LOC101928682"
"5925","FBXO31"
"5926","SMG6"
"5927","SMG6"
"5928","SMG6"
"5929","SMG6"
"5930","SMG6"
"5931","SMG6"
"5932","SMG6"
"5933","SMG6"
"5934","SMG6"
"5935","SMG6"
"5936","ZZEF1"
"5937","TXNDC17"
"5938","PIK3R6"
"5939","GAS7"
"5940","GAS7"
"5941","SHISA6"
"5942","SHISA6"
"5943","SHISA6"
"5944","SLC13A2"
"5945","MYO1D"
"5946","MYO1D"
"5947","MYO1D"
"5948","ASIC2"
"5949","ASIC2"
"5950","ASIC2"
"5951","ASIC2"
"5952","SNHG30"
"5953","GGNBP2"
"5954","LASP1"
"5955","LINC02079"
"5956","ACBD4"
"5957","ACBD4"
"5958","EFCAB13"
"5959","MRPL45P2"
"5960","TTLL6"
"5961","TEX14"
"5962","LINC01476"
"5963","TLK2"
"5964","TEX2"
"5965","PRKCA"
"5966","PRKCA"
"5967","PRKCA"
"5968","PRKCA"
"5969","PRKCA"
"5970","PRKCA"
"5971","PRKCA"
"5972","PRKAR1A"
"5973","LINC01482"
"5974","ABCA9"
"5975","ABCA10"
"5976","LOC102723517"
"5977","LINC00470"
"5978","NDC80"
"5979","DLGAP1"
"5980","DLGAP1"
"5981","DLGAP1"
"5982","LINC01892"
"5983","MIR3976HG"
"5984","LAMA1"
"5985","LAMA1"
"5986","PTPRM"
"5987","LDLRAD4"
"5988","LDLRAD4"
"5989","LDLRAD4"
"5990","LDLRAD4"
"5991","FAM210A"
"5992","ANKRD20A5P"
"5993","ANKRD20A5P"
"5994","CYP4F35P"
"5995","LINC01443"
"5996","NPC1"
"5997","IMPACT"
"5998","TAF4B"
"5999","KCTD1"
"6000","CHST9"
"6001","CDH2"
"6002","RNF125"
"6003","RNF125"
"6004","RNF125"
"6005","GAREM1"
"6006","GAREM1"
"6007","CCDC178"
"6008","NOL4"
"6009","NOL4"
"6010","MAPRE2"
"6011","MOCOS"
"6012","FHOD3"
"6013","FHOD3"
"6014","KIAA1328"
"6015","CELF4"
"6016","MIR924HG"
"6017","MIR924HG"
"6018","MIR924HG"
"6019","LINC01478"
"6020","SETBP1"
"6021","SLC14A2"
"6022","PSTPIP2"
"6023","PSTPIP2"
"6024","RNF165"
"6025","MIR4527HG"
"6026","MIR4527HG"
"6027","MIR4527HG"
"6028","MIR4527HG"
"6029","MIR4527HG"
"6030","MIR4527HG"
"6031","DCC"
"6032","DCC"
"6033","DCC"
"6034","CCBE1"
"6035","CCBE1"
"6036","CCBE1"
"6037","CCBE1"
"6038","CCBE1"
"6039","CCBE1"
"6040","CCBE1"
"6041","PIGN"
"6042","SERPINB12"
"6043","LINC01924"
"6044","LINC01924"
"6045","CDH7"
"6046","LINC02582"
"6047","SPPL2B"
"6048","KDM4B"
"6049","ADGRE4P"
"6050","PEX11G"
"6051","PEX11G"
"6052","ZNF558"
"6053","ZNF439"
"6054","DHPS"
"6055","DHPS"
"6056","DHPS"
"6057","CALR3"
"6058","BISPR"
"6059","MAST3"
"6060","GATAD2A"
"6061","ZNF429"
"6062","ZNF429"
"6063","ZNF676"
"6064","ZNF723"
"6065","ZNF536"
"6066","LOC400684"
"6067","CHST8"
"6068","ATP4A"
"6069","SNRPA"
"6070","CYP2F1"
"6071","PCAT19"
"6072","PSG3"
"6073","RTN2"
"6074","RTN2"
"6075","LILRB1"
"6076","KIR2DS4"
"6077","KIR2DS4"
"6078","KIR2DS4"
"6079","NLRP5"
"6080","SLC23A2"
"6081","SLC23A2"
"6082","FERMT1"
"6083","PLCB1"
"6084","PAK5"
"6085","LOC101929413"
"6086","LINC01722"
"6087","TASP1"
"6088","MACROD2"
"6089","MACROD2"
"6090","MACROD2"
"6091","LOC613266"
"6092","KIF16B"
"6093","PCSK2"
"6094","PCSK2"
"6095","PCSK2"
"6096","SNX5"
"6097","SNX5"
"6098","SNX5"
"6099","SLC24A3"
"6100","SLC24A3"
"6101","SLC24A3"
"6102","SLC24A3"
"6103","LINC01727"
"6104","SYNDIG1"
"6105","HM13"
"6106","EFCAB8"
"6107","RBL1"
"6108","PTPRT"
"6109","PTPRT"
"6110","TOX2"
"6111","STK4"
"6112","WFDC10B"
"6113","CDH22"
"6114","CDH22"
"6115","CDH22"
"6116","EYA2"
"6117","TSHZ2"
"6118","LOC101927770"
"6119","APCDD1L-DT"
"6120","MIR646HG"
"6121","MIR646HG"
"6122","MIR646HG"
"6123","CDH4"
"6124","SAMSN1"
"6125","TMPRSS15"
"6126","LINC00320"
"6127","NCAM2"
"6128","NCAM2"
"6129","NCAM2"
"6130","NCAM2"
"6131","NCAM2"
"6132","NCAM2"
"6133","LINC01687"
"6134","LINC01684"
"6135","LINC01692"
"6136","LINC01692"
"6137","BACH1"
"6138","BACH1"
"6139","BACH1"
"6140","TIAM1"
"6141","PAXBP1-AS1"
"6142","IFNAR2"
"6143","ITSN1"
"6144","LOC100506403"
"6145","KCNJ6"
"6146","ERG"
"6147","B3GALT5"
"6148","DSCAM"
"6149","DSCAM"
"6150","DSCAM"
"6151","PTTG1IP"
"6152","PCBP3"
"6153","DIP2A"
"6154","ATP6V1E1"
"6155","MYO18B"
"6156","TTC28"
"6157","TTC28"
"6158","TTC28"
"6159","EMID1"
"6160","LOC339666"
"6161","LOC339666"
"6162","LARGE1"
"6163","LINC02885"
"6164","RBFOX2"
"6165","APOL4"
"6166","APOL4"
"6167","TMPRSS6"
"6168","EIF3L"
"6169","POLR2F"
"6170","TNRC6B"
"6171","SLC25A17"
"6172","CELSR1"
"6173","TBC1D22A"
"6174","LINC01310"
"6175","GPR157"
"6176","IGSF21"
"6177","EIF4G3"
"6178","PHACTR4"
"6179","CDCA8"
"6180","AGBL4"
"6181","SCP2"
"6182","LRRC7"
"6183","LINC02238"
"6184","MGC27382"
"6185","ADGRL4"
"6186","PKN2-AS1"
"6187","CDC7"
"6188","DPYD"
"6189","PLPPR5"
"6190","MAB21L3"
"6191","ARNT"
"6192","ZBTB37"
"6193","KIAA0040"
"6194","SOAT1"
"6195","PLA2G4A"
"6196","CR1L"
"6197","RPS6KC1"
"6198","CHRM3"
"6199","GREM2"
"6200","AKT3"
"6201","NCOA1"
"6202","NRXN1"
"6203","LOC730100"
"6204","ACYP2"
"6205","LRRTM4"
"6206","MRPS9"
"6207","UXS1"
"6208","SH3RF3"
"6209","SH3RF3"
"6210","TMEM87B"
"6211","DPP10"
"6212","NIFK"
"6213","NIFK"
"6214","NCKAP5"
"6215","NCKAP5"
"6216","LRP1B"
"6217","SCN2A"
"6218","CHROMR"
"6219","PDE1A"
"6220","CFLAR"
"6221","TRAK2"
"6222","ERBB4"
"6223","SPAG16"
"6224","SNHG31"
"6225","D2HGDH"
"6226","TRANK1"
"6227","DLEC1"
"6228","LARS2"
"6229","C3orf18"
"6230","POC1A"
"6231","CFAP20DC-AS1"
"6232","FHIT"
"6233","FHIT"
"6234","PTPRG"
"6235","LINC02018"
"6236","ROBO2"
"6237","ROBO1"
"6238","ROBO1"
"6239","MYLK-AS1"
"6240","EPHB1"
"6241","CLRN1"
"6242","ARHGEF26"
"6243","EGFEM1P"
"6244","TNIK"
"6245","NLGN1"
"6246","GNB4"
"6247","ST6GAL1"
"6248","LOC101928279"
"6249","JAKMIP1"
"6250","ABLIM2"
"6251","HTRA3"
"6252","TAPT1"
"6253","LIMCH1"
"6254","SLC30A9"
"6255","CHIC2"
"6256","ADGRL3"
"6257","MOB1B"
"6258","CCSER1"
"6259","CCSER1"
"6260","TRPC3"
"6261","SNHG27"
"6262","SCOC"
"6263","MFAP3L"
"6264","TLR3"
"6265","LINC01060"
"6266","LINC02112"
"6267","CDH18"
"6268","EGFLAM"
"6269","NDUFAF2"
"6270","MAP1B"
"6271","AP3B1"
"6272","KIAA0825"
"6273","ST8SIA4"
"6274","LINC01950"
"6275","SPOCK1"
"6276","FGF1"
"6277","SGCD"
"6278","ITK"
"6279","ZNF354B"
"6280","NEDD9"
"6281","NEDD9"
"6282","NUP153"
"6283","KIF13A"
"6284","RIPOR2"
"6285","LOC100129636"
"6286","TRERF1"
"6287","SUPT3H"
"6288","RIMS1"
"6289","SNAP91"
"6290","HDAC2-AS2"
"6291","PKIB"
"6292","NKAIN2"
"6293","NKAIN2"
"6294","AHI1"
"6295","LINC00271"
"6296","UTRN"
"6297","UST"
"6298","SCAF8"
"6299","TTLL2"
"6300","COL28A1"
"6301","GLCCI1"
"6302","DNAH11"
"6303","LOC441204"
"6304","HIBADH"
"6305","CREB5"
"6306","WIPF3"
"6307","AOAH"
"6308","ELMO1-AS1"
"6309","RALA"
"6310","HECW1"
"6311","LINC01446"
"6312","LINC01446"
"6313","LINC00972"
"6314","SDHAF3"
"6315","LOC101928012"
"6316","AHCYL2"
"6317","DGKI"
"6318","MGAM"
"6319","EPHA1"
"6320","TPK1"
"6321","CNTNAP2"
"6322","CNTNAP2"
"6323","CSMD1"
"6324","PTK2B"
"6325","SNTG1"
"6326","BPNT2"
"6327","TTPA"
"6328","LINC01414"
"6329","C8orf34"
"6330","PI15"
"6331","ZFHX4"
"6332","LINC00535"
"6333","VPS13B"
"6334","RIMS2"
"6335","CSMD3"
"6336","ASAP1"
"6337","PTPRD"
"6338","CAAP1"
"6339","LINC01492"
"6340","PTPN3"
"6341","WHRN"
"6342","ASTN2"
"6343","ASTN2"
"6344","MIR1268A"
"6345","NUP214"
"6346","SFMBT2"
"6347","CELF2"
"6348","ENKUR"
"6349","GAD2"
"6350","PARD3"
"6351","ANTXRL"
"6352","PRKG1"
"6353","TET1"
"6354","MICU1"
"6355","ADK"
"6356","NUTM2B-AS1"
"6357","GRID1"
"6358","ENTPD1"
"6359","ZNF518A"
"6360","MMS19"
"6361","FAM53B"
"6362","TRIM22"
"6363","NAV2"
"6364","BDNF-AS"
"6365","ELP4"
"6366","LRRC4C"
